id,sire,dam,sex,birth_date
W2100245,R0001,E0171,F,2021-04-13
M2100246,R0012,E0172,M,2021-04-25
M2100247,R0012,E0172,M,2021-04-25
M2100248,R0007,E0173,M,2021-04-06
W2100249,R0006,E0174,F,2021-04-22
W2100250,R0006,E0174,F,2021-04-22
W2100251,R0011,E0175,F,2021-04-09
W2100252,R0011,E0175,F,2021-04-09
W2100253,R0006,E0176,F,2021-04-11
W2100254,R0011,E0177,F,2021-04-05
M2100255,R0011,E0177,M,2021-04-05
W2100256,R0006,E0178,F,2021-04-05
W2100257,R0009,E0179,F,2021-04-25
W2100258,R0002,E0180,F,2021-04-25
W2100259,R0005,E0181,F,2021-04-08
M2100260,R0006,E0182,M,2021-04-10
W2100261,R0007,E0183,F,2021-04-16
W2100262,R0010,E0184,F,2021-04-07
M2100263,R0010,E0184,M,2021-04-07
M2100264,R0007,E0185,M,2021-04-19
M2100265,R0010,E0186,M,2021-04-07
M2100266,R0009,E0187,M,2021-04-18
M2100267,R0009,E0187,M,2021-04-18
M2100268,R0009,E0187,M,2021-04-18
M2100269,R0012,E0188,M,2021-04-24
M2100270,R0012,E0188,M,2021-04-24
M2100271,R0011,E0189,M,2021-04-26
M2100272,R0006,E0190,M,2021-04-01
M2100273,R0006,E0190,M,2021-04-01
M2100274,R0009,E0191,M,2021-04-16
W2100275,R0009,E0191,F,2021-04-16
W2100276,R0002,E0192,F,2021-04-01
W2100277,R0005,E0193,F,2021-04-13
M2100278,R0010,E0194,M,2021-04-12
W2100279,R0010,E0194,F,2021-04-12
W2100280,R0010,E0194,F,2021-04-12
W2100281,R0007,E0195,F,2021-04-08
W2100282,R0008,E0196,F,2021-04-28
W2100283,R0008,E0196,F,2021-04-28
M2100284,R0009,E0197,M,2021-04-08
M2100285,R0009,E0197,M,2021-04-08
M2100286,R0002,E0198,M,2021-04-07
M2100287,R0002,E0198,M,2021-04-07
M2100288,R0007,E0199,M,2021-04-09
M2100289,R0007,E0199,M,2021-04-09
W2100290,R0007,E0199,F,2021-04-09
W2100291,R0006,E0200,F,2021-04-06
W2100292,R0006,E0200,F,2021-04-06
W2100293,R0006,E0200,F,2021-04-06
M2200294,M2100196,E0001,M,2022-04-28
W2200295,M2100163,E0002,F,2022-04-11
W2200296,M2100196,E0003,F,2022-04-07
W2200297,M2100286,E0004,F,2022-04-19
M2200298,M2100286,E0004,M,2022-04-19
W2200299,M2100286,E0004,F,2022-04-19
W2200300,M2100271,E0005,F,2022-04-08
M2200301,M2100163,E0006,M,2022-04-06
W2200302,M2100175,E0007,F,2022-04-28
W2200303,M2100175,E0007,F,2022-04-28
M2200304,M2100080,E0008,M,2022-04-03
W2200305,M2100196,E0009,F,2022-04-27
M2200306,M2100080,E0010,M,2022-04-03
M2200307,M2100080,E0010,M,2022-04-03
M2200308,M2100129,E0011,M,2022-04-04
M2200309,M2100129,E0011,M,2022-04-04
W2200310,M2100089,E0012,F,2022-04-09
W2200311,M2100089,E0012,F,2022-04-09
W2200312,M2100080,E0014,F,2022-04-23
W2200313,M2100080,E0014,F,2022-04-23
W2200314,M2100175,E0015,F,2022-04-10
M2200315,M2100175,E0015,M,2022-04-10
W2200316,M2100175,E0015,F,2022-04-10
M2200317,M2100193,E0016,M,2022-04-10
W2200318,M2100271,E0017,F,2022-04-07
M2200319,M2100163,E0018,M,2022-04-13
M2200320,M2100175,E0019,M,2022-04-05
W2200321,M2100175,E0019,F,2022-04-05
M2200322,M2100199,E0020,M,2022-04-14
M2200323,M2100199,E0020,M,2022-04-14
M2200324,M2100175,E0021,M,2022-04-16
M2200325,M2100199,E0022,M,2022-04-22
M2200326,M2100271,E0023,M,2022-04-28
W2200327,M2100089,E0024,F,2022-04-18
W2200328,M2100175,E0025,F,2022-04-13
W2200329,M2100175,E0025,F,2022-04-13
M2200330,M2100175,E0025,M,2022-04-13
W2200331,M2100208,E0026,F,2022-04-23
M2200332,M2100208,E0026,M,2022-04-23
W2200333,M2100080,E0028,F,2022-04-13
M2200334,M2100199,E0030,M,2022-04-14
M2200335,M2100129,E0031,M,2022-04-07
M2200336,M2100129,E0033,M,2022-04-08
M2200337,M2100129,E0033,M,2022-04-08
W2200338,M2100017,E0036,F,2022-04-21
W2200339,M2100286,E0038,F,2022-04-14
M2200340,M2100286,E0038,M,2022-04-14
M2200341,M2100196,E0039,M,2022-04-04
M2200342,M2100080,E0040,M,2022-04-03
W2200343,M2100080,E0040,F,2022-04-03
W2200344,M2100175,E0041,F,2022-04-12
W2200345,M2100175,E0041,F,2022-04-12
W2200346,M2100175,E0041,F,2022-04-12
M2200347,M2100208,E0042,M,2022-04-05
M2200348,M2100208,E0042,M,2022-04-05
W2200349,M2100208,E0042,F,2022-04-05
W2200350,M2100271,E0045,F,2022-04-09
M2200351,M2100163,E0046,M,2022-04-02
M2200352,M2100129,E0047,M,2022-04-11
W2200353,M2100129,E0047,F,2022-04-11
M2200354,M2100286,E0048,M,2022-04-19
W2200355,M2100286,E0048,F,2022-04-19
M2200356,M2100175,E0049,M,2022-04-24
M2200357,M2100175,E0049,M,2022-04-24
M2200358,M2100017,E0050,M,2022-04-05
M2200359,M2100175,E0051,M,2022-04-06
W2200360,M2100175,E0051,F,2022-04-06
M2200361,M2100017,E0052,M,2022-04-03
W2200362,M2100017,E0052,F,2022-04-03
M2200363,M2100271,E0053,M,2022-04-02
M2200364,M2100271,E0053,M,2022-04-02
M2200365,M2100089,E0054,M,2022-04-07
M2200366,M2100196,E0055,M,2022-04-04
W2200367,M2100196,E0055,F,2022-04-04
W2200368,M2100017,E0056,F,2022-04-08
W2200369,M2100129,E0057,F,2022-04-28
M2200370,M2100208,E0058,M,2022-04-28
M2200371,M2100163,E0060,M,2022-04-05
M2200372,M2100271,E0061,M,2022-04-21
W2200373,M2100271,E0061,F,2022-04-21
M2200374,M2100199,E0062,M,2022-04-10
W2200375,M2100199,E0062,F,2022-04-10
M2200376,M2100129,E0063,M,2022-04-11
W2200377,M2100129,E0063,F,2022-04-11
M2200378,M2100199,E0064,M,2022-04-25
W2200379,M2100199,E0064,F,2022-04-25
M2200380,M2100199,E0064,M,2022-04-25
M2200381,M2100196,E0065,M,2022-04-01
W2200382,M2100286,E0066,F,2022-04-12
W2200383,M2100286,E0066,F,2022-04-12
M2200384,M2100271,E0067,M,2022-04-01
W2200385,M2100199,E0068,F,2022-04-16
M2200386,M2100199,E0068,M,2022-04-16
M2200387,M2100175,E0069,M,2022-04-13
W2200388,M2100286,E0070,F,2022-04-23
M2200389,M2100175,E0071,M,2022-04-24
M2200390,M2100199,E0072,M,2022-04-15
W2200391,M2100129,E0073,F,2022-04-19
M2200392,M2100129,E0073,M,2022-04-19
M2200393,M2100017,E0074,M,2022-04-25
M2200394,M2100017,E0074,M,2022-04-25
W2200395,M2100017,E0074,F,2022-04-25
W2200396,M2100175,E0075,F,2022-04-21
W2200397,M2100089,E0076,F,2022-04-21
M2200398,M2100089,E0076,M,2022-04-21
W2200399,M2100089,E0076,F,2022-04-21
W2200400,M2100163,E0078,F,2022-04-10
M2200401,M2100163,E0078,M,2022-04-10
W2200402,M2100163,E0078,F,2022-04-10
M2200403,M2100271,E0079,M,2022-04-25
M2200404,M2100271,E0079,M,2022-04-25
M2200405,M2100129,E0081,M,2022-04-12
W2200406,M2100175,E0083,F,2022-04-08
W2200407,M2100199,E0084,F,2022-04-23
M2200408,M2100199,E0084,M,2022-04-23
W2200409,M2100175,E0085,F,2022-04-18
W2200410,M2100175,E0085,F,2022-04-18
W2200411,M2100175,E0087,F,2022-04-09
M2200412,M2100286,E0088,M,2022-04-20
W2200413,M2100286,E0088,F,2022-04-20
M2200414,M2100271,E0089,M,2022-04-13
W2200415,M2100271,E0089,F,2022-04-13
M2200416,M2100196,E0091,M,2022-04-04
M2200417,M2100196,E0091,M,2022-04-04
M2200418,M2100163,E0092,M,2022-04-23
M2200419,M2100017,E0094,M,2022-04-11
W2200420,M2100017,E0094,F,2022-04-11
M2200421,M2100017,E0094,M,2022-04-11
M2200422,M2100271,E0095,M,2022-04-23
M2200423,M2100271,E0095,M,2022-04-23
M2200424,M2100163,E0096,M,2022-04-02
W2200425,M2100163,E0096,F,2022-04-02
M2200426,M2100196,E0097,M,2022-04-02
W2200427,M2100196,E0097,F,2022-04-02
W2200428,M2100193,E0098,F,2022-04-17
M2200429,M2100193,E0098,M,2022-04-17
M2200430,M2100208,E0100,M,2022-04-27
M2200431,M2100271,E0101,M,2022-04-20
W2200432,M2100017,E0102,F,2022-04-10
W2200433,M2100017,E0102,F,2022-04-10
M2200434,M2100271,E0103,M,2022-04-24
W2200435,M2100271,E0103,F,2022-04-24
W2200436,M2100208,E0104,F,2022-04-06
W2200437,M2100196,E0105,F,2022-04-19
W2200438,M2100193,E0106,F,2022-04-11
M2200439,M2100129,E0107,M,2022-04-28
W2200440,M2100196,E0109,F,2022-04-13
M2200441,M2100286,E0110,M,2022-04-25
W2200442,M2100129,E0111,F,2022-04-03
M2200443,M2100271,E0113,M,2022-04-18
M2200444,M2100271,E0113,M,2022-04-18
W2200445,M2100208,E0114,F,2022-04-27
W2200446,M2100208,E0114,F,2022-04-27
W2200447,M2100208,E0114,F,2022-04-27
W2200448,M2100196,E0115,F,2022-04-19
W2200449,M2100271,E0117,F,2022-04-09
W2200450,M2100271,E0117,F,2022-04-09
W2200451,M2100163,E0118,F,2022-04-01
W2200452,M2100271,E0119,F,2022-04-23
W2200453,M2100208,E0120,F,2022-04-07
M2200454,M2100271,E0121,M,2022-04-02
M2200455,M2100271,E0121,M,2022-04-02
M2200456,M2100199,E0122,M,2022-04-07
W2200457,M2100129,E0123,F,2022-04-05
W2200458,M2100089,E0124,F,2022-04-03
W2200459,M2100089,E0124,F,2022-04-03
W2200460,M2100271,E0125,F,2022-04-13
W2200461,M2100271,E0125,F,2022-04-13
W2200462,M2100199,E0126,F,2022-04-21
M2200463,M2100199,E0126,M,2022-04-21
