id,sire,dam,sex,birth_year
L160022,P16A1,E11106,M,2016
L160023,R13002,E11111,F,2016
L160024,P16B3,E11116,F,2016
L160025,R13006,E11121,M,2016
L160026,P16A1,E11126,M,2016
L160027,R13003,E11131,M,2016
L160028,R13005,E11136,M,2016
L160029,R13006,E11141,F,2016
L160030,R13001,E11146,M,2016
L160031,R13001,E12002,M,2016
L160032,R13001,E12007,F,2016
L160033,R13004,E12012,F,2016
L160034,R13005,E12017,F,2016
L160035,R13001,E12022,M,2016
L160036,P16B3,E12027,F,2016
L160037,R13001,E12032,F,2016
L160038,P16A2,E12037,M,2016
L160039,R13004,E12042,M,2016
L160040,P16B3,E12047,F,2016
L160041,P16A1,E12052,M,2016
L160042,P16A1,E12057,M,2016
L160043,P16A2,E12062,M,2016
L160044,R13001,E12067,M,2016
L160045,P16A2,E12072,M,2016
L160046,R13003,E12077,M,2016
L160047,R13006,E12082,F,2016
L160048,P16A2,E12087,M,2016
L160049,P16A1,E12092,M,2016
L160050,R13005,E12097,F,2016
L160051,P16A1,E12102,F,2016
L160052,R13005,E12107,M,2016
L160053,R13003,E12112,M,2016
L160054,R13001,E12117,F,2016
L160055,P16B3,E12122,F,2016
L160056,R13005,E12127,M,2016
L160057,P16A1,E12132,F,2016
L160058,R13006,E12137,F,2016
L160059,P16A2,E12142,M,2016
L160060,P16A2,E12147,F,2016
L160061,R13004,E13003,M,2016
L160062,P16A1,E13008,F,2016
L160063,R13004,E13013,F,2016
L160064,P16A2,E13018,F,2016
L160065,P16B3,E13023,F,2016
L160066,R13005,E13028,M,2016
L160067,R13006,E13033,F,2016
L160068,P16A2,E13038,M,2016
L160069,R13001,E13043,M,2016
L160070,R13006,E13048,M,2016
L160071,P16B3,E13053,M,2016
L160072,R13005,E13058,M,2016
L160073,R13005,E13063,M,2016
L160074,P16A2,E13068,F,2016
L160075,R13006,E13073,F,2016
L160076,P16A1,E13078,F,2016
L160077,R13006,E13083,F,2016
L160078,P16A2,E13088,F,2016
L160079,R13001,E13093,M,2016
L160080,P16A1,E13098,F,2016
L160081,P16A2,E13103,F,2016
L160082,R13004,E13108,M,2016
L160083,R13004,E13113,F,2016
L160084,R13006,E13118,F,2016
L160085,R13004,E13123,F,2016
L160086,R13001,E13128,F,2016
L160087,P16A1,E13133,M,2016
L160088,P16B3,E13138,F,2016
L160089,R13004,E13143,F,2016
L160090,R13004,E13148,M,2016
L160091,R13006,E14004,M,2016
L160092,P16A2,E14009,F,2016
L160093,R13004,E14014,F,2016
L160094,R13001,E14019,F,2016
L160095,R13005,E14024,F,2016
L160096,R13005,E14029,M,2016
L160097,R13004,E14034,M,2016
L160098,P16A2,E14039,M,2016
L160099,P16A1,E14044,F,2016
L160100,R13001,E14049,F,2016
L160101,R13006,E14054,F,2016
L160102,R13001,E14059,M,2016
L160103,P16A1,E14064,M,2016
L160104,R13006,E14069,F,2016
L160105,R13002,E14074,F,2016
L160106,P16A2,E14079,M,2016
L160107,P16A1,E14084,M,2016
L160108,R13003,E14089,F,2016
L160109,R13004,E14094,M,2016
L160110,R13001,E14099,M,2016
L160111,P16A2,E14104,F,2016
L160112,R13005,E14109,M,2016
L160113,P16A2,E14114,M,2016
L160114,R13006,E14119,F,2016
L160115,R13006,E14124,M,2016
L160116,P16A2,E14129,F,2016
L160117,P16A1,E14134,M,2016
L160118,R13003,E14139,F,2016
L160119,R13002,E14144,M,2016
L160120,R13002,E14149,F,2016
L160121,P16A1,E15005,M,2016
L160122,R13004,E15010,F,2016
L160123,R13002,E15015,F,2016
L160124,R13003,E15020,F,2016
L160125,R13002,E15025,M,2016
L160126,R13005,E15030,M,2016
L160127,R13003,E15035,F,2016
L160128,R13001,E15040,M,2016
L160129,R13005,E15045,F,2016
L160130,R13005,E15050,M,2016
L160131,R13005,E15055,F,2016
L160132,R13005,E15060,F,2016
L160133,R13001,E15065,M,2016
L160134,P16A1,E15070,F,2016
L160135,P16A1,E15075,M,2016
L160136,R13003,E15080,F,2016
L160137,R13005,E15085,M,2016
L160138,R13001,E15090,M,2016
L160139,R13006,E15095,F,2016
L160140,R13002,E15100,M,2016
L160141,P16A1,E15105,M,2016
L160142,R13006,E15110,M,2016
L160143,R13002,E15115,F,2016
L160144,R13004,E15120,F,2016
L160145,R13003,E15125,M,2016
L160146,P16A1,E15130,F,2016
L160147,R13003,E15135,M,2016
L160148,R13001,E15140,M,2016
L160149,R13003,E15145,F,2016
L160150,R13004,E15150,F,2016
P17A1,UPG:A_16_19,UPG:A_16_19,M,2015
P17A2,UPG:A_16_19,UPG:A_16_19,M,2015
P17B3,UPG:B,UPG:B,M,2015
L170001,P16A2,E11001,M,2017
L170002,P17A2,E11011,M,2017
L170003,P16A1,E11016,M,2017
L170004,P17B3,E11021,M,2017
L170005,P17A1,E11026,M,2017
L170006,P16A1,E11031,M,2017
L170007,P17B3,E11036,M,2017
L170008,P17A1,E11041,M,2017
L170009,P16A1,E11046,F,2017
L170010,P17A2,E11051,F,2017
L170011,P17B3,E11056,F,2017
L170012,P16B3,E11061,F,2017
L170013,P16A2,E11066,F,2017
L170014,P16A2,E11076,F,2017
L170015,P16B3,E11081,M,2017
L170016,P17B3,E11086,M,2017
L170017,P16A2,E11091,F,2017
L170018,P16B3,E11096,F,2017
L170019,P16A1,E11101,F,2017
L170020,P17A1,E11106,M,2017
L170021,P16A1,E11111,M,2017
L170022,P17A2,E11116,F,2017
L170023,P17A2,E11121,M,2017
L170024,P17B3,E11126,F,2017
L170025,P17A2,E11131,F,2017
L170026,P17A1,E11136,F,2017
L170027,P16B3,E11141,M,2017
L170028,P17B3,E11146,F,2017
L170029,P16A2,E12002,M,2017
L170030,P16A2,E12007,F,2017
L170031,P16B3,E12012,F,2017
L170032,P16B3,E12017,M,2017
L170033,P17B3,E12022,F,2017
L170034,P17A2,E12027,M,2017
L170035,P16A1,E12032,M,2017
L170036,P17B3,E12037,M,2017
L170037,P17A1,E12042,F,2017
L170038,P17A2,E12047,M,2017
L170039,P16B3,E12057,F,2017
L170040,P16B3,E12062,M,2017
L170041,P17A1,E12067,M,2017
L170042,P17A1,E12072,M,2017
L170043,P16B3,E12077,F,2017
L170044,P17B3,E12082,F,2017
L170045,P17A2,E12087,F,2017
L170046,P16A1,E12097,F,2017
L170047,P17B3,E12102,M,2017
L170048,P16A2,E12112,F,2017
L170049,P16A2,E12127,M,2017
L170050,P16B3,E12132,F,2017
L170051,P17A2,E12137,M,2017
L170052,P17B3,E12142,F,2017
L170053,P17A1,E12147,F,2017
L170054,P16B3,E13003,M,2017
L170055,P17A2,E13008,F,2017
L170056,P17A1,E13013,F,2017
L170057,P17A2,E13018,F,2017
L170058,P16A1,E13023,M,2017
L170059,P17B3,E13028,M,2017
L170060,P17A1,E13033,F,2017
L170061,P17A1,E13038,F,2017
L170062,P17B3,E13043,F,2017
L170063,P16A2,E13048,M,2017
L170064,P17A1,E13053,M,2017
L170065,P16B3,E13063,M,2017
L170066,P16A2,E13068,F,2017
L170067,P16A2,E13073,F,2017
L170068,P16A1,E13078,F,2017
L170069,P16B3,E13083,F,2017
L170070,P17A1,E13088,M,2017
L170071,P17B3,E13093,M,2017
L170072,P16A1,E13103,F,2017
L170073,P17A1,E13113,M,2017
L170074,P17B3,E13118,M,2017
L170075,P17A1,E13128,M,2017
L170076,P17A1,E13133,F,2017
L170077,P16B3,E13143,F,2017
L170078,P16A2,E13148,F,2017
L170079,P16A2,E14004,M,2017
L170080,P16A2,E14009,F,2017
L170081,P16A2,E14014,F,2017
L170082,P17A1,E14019,M,2017
L170083,P17A1,E14024,F,2017
L170084,P16A1,E14029,F,2017
L170085,P17A1,E14039,F,2017
L170086,P16A1,E14044,F,2017
L170087,P16A1,E14049,F,2017
L170088,P17A2,E14054,M,2017
L170089,P17A1,E14059,M,2017
L170090,P16A1,E14069,F,2017
L170091,P16A2,E14074,F,2017
L170092,P17B3,E14079,F,2017
L170093,P17B3,E14084,F,2017
L170094,P17A2,E14089,F,2017
L170095,P16A2,E14094,F,2017
L170096,P16B3,E14104,F,2017
L170097,P17B3,E14109,F,2017
L170098,P16A2,E14114,M,2017
L170099,P16B3,E14119,M,2017
L170100,P16A2,E14124,M,2017
L170101,P16B3,E14129,F,2017
L170102,P17B3,E14139,M,2017
L170103,P16B3,E14144,F,2017
L170104,P17A2,E14149,F,2017
L170105,P17B3,E15010,M,2017
L170106,P16A2,E15015,F,2017
L170107,P17B3,E15025,F,2017
L170108,P17A2,E15030,F,2017
L170109,P16B3,E15035,F,2017
L170110,P17B3,E15040,F,2017
L170111,P17A1,E15045,M,2017
L170112,P17A1,E15050,M,2017
L170113,P16A1,E15055,F,2017
L170114,P17B3,E15060,M,2017
L170115,P17B3,E15065,M,2017
L170116,P16B3,E15070,F,2017
L170117,P17B3,E15075,F,2017
L170118,P17A1,E15080,M,2017
L170119,P17B3,E15085,F,2017
L170120,P16B3,E15090,F,2017
L170121,P16B3,E15095,F,2017
L170122,P17A1,E15100,M,2017
L170123,P17B3,E15115,F,2017
L170124,P16B3,E15120,F,2017
L170125,P17A1,E15125,M,2017
L170126,P16A1,E15130,F,2017
L170127,P17A2,E15135,F,2017
L170128,P17A2,E15140,M,2017
L170129,P16B3,E15145,F,2017
L170130,P16A2,E15150,M,2017
L170131,P16A1,L160005,F,2017
L170132,P16A2,L160006,F,2017
L170133,P16B3,L160009,F,2017
L170134,P16A1,L160010,F,2017
L170135,P16A2,L160017,M,2017
L170136,P17A2,L160023,F,2017
L170137,P16A1,L160034,F,2017
L170138,P16A1,L160050,M,2017
L170139,P17A1,L160064,F,2017
L170140,P17A2,L160077,M,2017
L170141,P17B3,L160084,F,2017
L170142,P16B3,L160086,M,2017
L170143,P16A2,L160088,F,2017
L170144,P16A1,L160095,F,2017
L170145,P16A2,L160108,F,2017
L170146,P16B3,L160114,F,2017
L170147,P17A2,L160118,F,2017
L170148,P17B3,L160129,F,2017
L170149,P17A2,L160131,M,2017
L170150,P17A2,L160139,F,2017
P18A1,UPG:A_16_19,UPG:A_16_19,M,2016
P18A2,UPG:A_16_19,UPG:A_16_19,M,2016
P18B3,UPG:B,UPG:B,M,2016
L180001,P17A1,E12002,M,2018
L180002,P17B3,E12007,F,2018
L180003,P17A2,E12012,M,2018
L180004,P18A2,E12017,M,2018
L180005,P18A2,E12022,F,2018
L180006,P17A1,E12027,M,2018
L180007,P17B3,E12032,F,2018
L180008,P17A1,E12037,M,2018
L180009,P18B3,E12042,F,2018
L180010,P17A1,E12047,M,2018
L180011,P18A1,E12057,F,2018
L180012,P17A2,E12062,M,2018
L180013,P17A1,E12067,M,2018
L180014,P18B3,E12072,F,2018
L180015,P18A2,E12077,M,2018
L180016,P18A1,E12082,M,2018
L180017,P18A1,E12087,F,2018
L180018,P18A2,E12097,M,2018
L180019,P17A1,E12102,F,2018
L180020,P18A1,E12112,F,2018
L180021,P18A2,E12127,M,2018
L180022,P17B3,E12132,F,2018
L180023,P17A2,E12137,F,2018
L180024,P17A1,E12142,F,2018
L180025,P18A2,E12147,M,2018
L180026,P17A2,E13003,F,2018
L180027,P17A2,E13008,M,2018
L180028,P17B3,E13013,M,2018
L180029,P18B3,E13023,M,2018
L180030,P18A2,E13028,F,2018
L180031,P17B3,E13033,M,2018
L180032,P17A2,E13038,M,2018
L180033,P17A2,E13043,F,2018
L180034,P18A2,E13048,F,2018
L180035,P18B3,E13053,F,2018
L180036,P18B3,E13063,M,2018
L180037,P17B3,E13068,F,2018
L180038,P18A2,E13073,M,2018
L180039,P17B3,E13078,F,2018
L180040,P18B3,E13083,M,2018
L180041,P17B3,E13088,M,2018
L180042,P18A2,E13103,F,2018
L180043,P18A2,E13113,F,2018
L180044,P18A1,E13118,F,2018
L180045,P18A1,E13128,F,2018
L180046,P17A2,E13133,F,2018
L180047,P18B3,E13143,F,2018
L180048,P18A1,E14004,F,2018
L180049,P18B3,E14014,M,2018
L180050,P18A2,E14019,M,2018
L180051,P17B3,E14024,M,2018
L180052,P18A1,E14029,F,2018
L180053,P18A1,E14039,F,2018
L180054,P17A1,E14044,M,2018
L180055,P18B3,E14049,F,2018
L180056,P17A2,E14054,M,2018
L180057,P18A2,E14069,M,2018
L180058,P17A1,E14074,F,2018
L180059,P17A1,E14084,F,2018
L180060,P18A1,E14089,M,2018
L180061,P18A1,E14094,M,2018
L180062,P17A2,E14104,M,2018
L180063,P17A2,E14109,F,2018
L180064,P18A1,E14114,F,2018
L180065,P17A1,E14119,M,2018
L180066,P17A2,E14139,F,2018
L180067,P17B3,E14144,M,2018
L180068,P18B3,E14149,M,2018
L180069,P18B3,E15025,M,2018
L180070,P18B3,E15030,M,2018
L180071,P18B3,E15035,M,2018
L180072,P18A1,E15040,F,2018
L180073,P18A2,E15045,F,2018
L180074,P17B3,E15050,M,2018
L180075,P18B3,E15055,F,2018
L180076,P18A2,E15060,M,2018
L180077,P17A1,E15065,M,2018
L180078,P17A1,E15080,F,2018
L180079,P18A2,E15085,F,2018
L180080,P17A2,E15090,F,2018
L180081,P18A1,E15100,F,2018
L180082,P18A2,E15115,F,2018
L180083,P17A2,E15125,M,2018
L180084,P17A2,E15130,M,2018
L180085,P18A2,E15135,M,2018
L180086,P18A1,E15140,F,2018
L180087,P18B3,E15145,M,2018
L180088,P17A2,L160005,F,2018
L180089,P18B3,L160006,F,2018
L180090,P17A2,L160009,F,2018
L180091,P17A1,L160010,F,2018
L180092,P17A2,L160023,M,2018
L180093,P18B3,L160034,M,2018
L180094,P17A1,L160050,F,2018
L180095,P17A1,L160064,F,2018
L180096,P17B3,L160077,M,2018
L180097,P18A2,L160084,M,2018
L180098,P17A2,L160086,F,2018
L180099,P17A1,L160088,F,2018
L180100,P18A1,L160095,M,2018
L180101,P18B3,L160108,M,2018
L180102,P18A1,L160114,M,2018
L180103,P17A1,L160118,F,2018
L180104,P17B3,L160129,F,2018
L180105,P18B3,L160131,M,2018
L180106,P17A2,L170010,F,2018
L180107,P17B3,L170011,F,2018
L180108,P17B3,L170013,M,2018
L180109,P17A2,L170014,F,2018
L180110,P17B3,L170017,M,2018
L180111,P17B3,L170018,M,2018
L180112,P18B3,L170019,M,2018
L180113,P17A2,L170022,F,2018
L180114,P18B3,L170028,M,2018
L180115,P18A2,L170043,M,2018
L180116,P18A2,L170045,M,2018
L180117,P18A1,L170046,M,2018
L180118,P18A1,L170050,F,2018
L180119,P17B3,L170055,F,2018
L180120,P17A1,L170056,F,2018
L180121,P17A1,L170061,M,2018
L180122,P17A2,L170062,F,2018
L180123,P17B3,L170080,M,2018
L180124,P17A1,L170081,M,2018
L180125,P17A2,L170083,F,2018
L180126,P17A2,L170084,M,2018
L180127,P17B3,L170086,M,2018
L180128,P18A2,L170087,M,2018
L180129,P18A1,L170090,M,2018
L180130,P18A1,L170091,M,2018
L180131,P17A1,L170094,M,2018
L180132,P18A1,L170095,F,2018
L180133,P18A1,L170096,F,2018
L180134,P17A1,L170097,M,2018
L180135,P17A1,L170101,M,2018
L180136,P17A2,L170104,F,2018
L180137,P18B3,L170106,F,2018
L180138,P17A1,L170108,M,2018
L180139,P18B3,L170110,F,2018
L180140,P18A1,L170119,F,2018
L180141,P18A1,L170120,M,2018
L180142,P18A1,L170121,M,2018
L180143,P18B3,L170123,M,2018
L180144,P18B3,L170124,M,2018
L180145,P18A1,L170127,M,2018
L180146,P17B3,L170139,M,2018
L180147,P18B3,L170143,F,2018
L180148,P18B3,L170144,F,2018
L180149,P17A2,L170145,M,2018
L180150,P17B3,L170146,M,2018
P19A1,UPG:A_16_19,UPG:A_16_19,M,2017
P19A2,UPG:A_16_19,UPG:A_16_19,M,2017
P19B3,UPG:B,UPG:B,M,2017
L190001,P19A1,E13003,F,2019
L190002,P18B3,E13023,M,2019
L190003,P19A2,E13028,M,2019
L190004,P19B3,E13033,M,2019
L190005,P18B3,E13038,F,2019
L190006,P19A1,E13043,M,2019
L190007,P18A1,E13048,M,2019
L190008,P19A1,E13053,M,2019
L190009,P19A1,E13063,M,2019
L190010,P19A1,E13078,M,2019
L190011,P18A2,E13083,F,2019
L190012,P18A2,E13088,F,2019
L190013,P19A1,E13113,M,2019
L190014,P19A1,E13118,F,2019
L190015,P18A2,E13128,F,2019
L190016,P18B3,E13143,F,2019
L190017,P19A2,E14019,M,2019
L190018,P19A2,E14024,M,2019
L190019,P18A2,E14029,F,2019
L190020,P19B3,E14039,M,2019
L190021,P19A1,E14044,F,2019
L190022,P18A2,E14069,M,2019
L190023,P19B3,E14074,M,2019
L190024,P19A1,E14084,F,2019
L190025,P19A1,E14089,M,2019
L190026,P18A2,E14094,F,2019
L190027,P19A2,E14104,M,2019
L190028,P19A2,E14109,F,2019
L190029,P19A1,E14114,M,2019
L190030,P19B3,E14119,F,2019
L190031,P19A2,E14139,F,2019
L190032,P18A1,E14144,F,2019
L190033,P19A1,E14149,M,2019
L190034,P19B3,E15025,F,2019
L190035,P19A1,E15030,F,2019
L190036,P18B3,E15035,F,2019
L190037,P18B3,E15040,M,2019
L190038,P19A2,E15045,F,2019
L190039,P19A2,E15050,F,2019
L190040,P18A2,E15055,M,2019
L190041,P18A1,E15060,M,2019
L190042,P19B3,E15065,M,2019
L190043,P18A2,E15080,F,2019
L190044,P18A1,E15085,F,2019
L190045,P19A1,E15090,F,2019
L190046,P18B3,E15100,F,2019
L190047,P19A1,E15115,M,2019
L190048,P19A1,E15125,F,2019
L190049,P19B3,E15130,F,2019
L190050,P18B3,E15140,F,2019
L190051,P18A2,E15145,M,2019
L190052,P19B3,L160006,M,2019
L190053,P18A1,L160009,F,2019
L190054,P18A2,L160010,F,2019
L190055,P19A1,L160023,F,2019
L190056,P18B3,L160050,F,2019
L190057,P18A2,L160064,F,2019
L190058,P18A2,L160077,F,2019
L190059,P19A2,L160084,F,2019
L190060,P19B3,L160086,M,2019
L190061,P19A2,L160088,F,2019
L190062,P18A1,L160095,M,2019
L190063,P18B3,L160114,M,2019
L190064,P18B3,L160118,M,2019
L190065,P19A2,L160131,F,2019
L190066,P18B3,L170010,F,2019
L190067,P19A1,L170013,M,2019
L190068,P19A2,L170014,F,2019
L190069,P18A2,L170017,M,2019
L190070,P19B3,L170018,F,2019
L190071,P19A1,L170019,M,2019
L190072,P19B3,L170022,M,2019
L190073,P19B3,L170028,F,2019
L190074,P18A2,L170043,M,2019
L190075,P19B3,L170045,F,2019
L190076,P19A1,L170046,F,2019
L190077,P19A2,L170056,F,2019
L190078,P18A2,L170061,M,2019
L190079,P18B3,L170062,F,2019
L190080,P18A1,L170080,F,2019
L190081,P18A1,L170081,F,2019
L190082,P18A2,L170083,F,2019
L190083,P19A2,L170084,F,2019
L190084,P19B3,L170087,M,2019
L190085,P18B3,L170090,M,2019
L190086,P19B3,L170091,M,2019
L190087,P19A1,L170094,F,2019
L190088,P19A1,L170095,F,2019
L190089,P18B3,L170096,F,2019
L190090,P19A1,L170097,F,2019
L190091,P19A2,L170101,M,2019
L190092,P18B3,L170104,F,2019
L190093,P19B3,L170106,F,2019
L190094,P19B3,L170108,M,2019
L190095,P18A2,L170119,F,2019
L190096,P18A2,L170120,M,2019
L190097,P19A2,L170121,M,2019
L190098,P19A1,L170123,F,2019
L190099,P19A1,L170124,F,2019
L190100,P19B3,L170127,M,2019
L190101,P19B3,L170139,M,2019
L190102,P19A1,L170144,M,2019
L190103,P18A1,L170145,M,2019
L190104,P18A2,L170146,F,2019
L190105,P19B3,L180002,M,2019
L190106,P18A1,L180005,F,2019
L190107,P19B3,L180007,M,2019
L190108,P18B3,L180014,F,2019
L190109,P19A2,L180019,M,2019
L190110,P19B3,L180022,F,2019
L190111,P18A1,L180024,F,2019
L190112,P19B3,L180030,M,2019
L190113,P18A1,L180034,M,2019
L190114,P18A2,L180035,F,2019
L190115,P18A2,L180039,F,2019
L190116,P19B3,L180042,F,2019
L190117,P18A2,L180043,F,2019
L190118,P18B3,L180045,M,2019
L190119,P18A2,L180046,M,2019
L190120,P18A2,L180048,F,2019
L190121,P18A2,L180058,F,2019
L190122,P18A1,L180063,F,2019
L190123,P18B3,L180064,M,2019
L190124,P18A1,L180066,F,2019
L190125,P18A1,L180072,M,2019
L190126,P18A2,L180073,F,2019
L190127,P18A1,L180079,M,2019
L190128,P18B3,L180080,F,2019
L190129,P19A1,L180082,F,2019
L190130,P19A2,L180088,M,2019
L190131,P19A2,L180089,F,2019
L190132,P19B3,L180090,M,2019
L190133,P19A1,L180091,M,2019
L190134,P19B3,L180094,F,2019
L190135,P18A1,L180095,M,2019
L190136,P19A1,L180098,M,2019
L190137,P18A2,L180104,F,2019
L190138,P19B3,L180107,F,2019
L190139,P19A1,L180109,M,2019
L190140,P18B3,L180113,F,2019
L190141,P18A2,L180118,M,2019
L190142,P18B3,L180119,F,2019
L190143,P18A2,L180122,F,2019
L190144,P19A2,L180125,M,2019
L190145,P19B3,L180132,F,2019
L190146,P18A1,L180133,F,2019
L190147,P19B3,L180136,M,2019
L190148,P19B3,L180137,M,2019
L190149,P19B3,L180140,F,2019
L190150,P19A1,L180147,F,2019
P20A1,UPG:A_20_24,UPG:A_20_24,M,2018
P20A2,UPG:A_20_24,UPG:A_20_24,M,2018
P20B3,UPG:B,UPG:B,M,2018
L200001,P20A2,E14019,F,2020
L200002,P19B3,E14024,F,2020
L200003,P20A1,E14029,F,2020
L200004,P19A2,E14044,M,2020
L200005,P19B3,E14069,F,2020
L200006,P20A2,E14074,F,2020
L200007,P20A2,E14084,M,2020
L200008,P20B3,E14094,M,2020
L200009,P20A2,E14104,F,2020
L200010,P20B3,E14109,F,2020
L200011,P19A2,E14114,M,2020
L200012,P19B3,E14119,F,2020
L200013,P20A2,E14139,M,2020
L200014,P19A2,E14144,M,2020
L200015,P19A2,E14149,M,2020
L200016,P19B3,E15025,M,2020
L200017,P19A2,E15030,F,2020
L200018,P20A1,E15035,F,2020
L200019,P19A2,E15040,M,2020
L200020,P19A2,E15045,F,2020
L200021,P19A2,E15050,M,2020
L200022,P19B3,E15055,M,2020
L200023,P20A2,E15060,M,2020
L200024,P20A2,E15065,M,2020
L200025,P20A1,E15080,M,2020
L200026,P19A2,E15085,M,2020
L200027,P20B3,E15090,M,2020
L200028,P20A1,E15100,M,2020
L200029,P20B3,E15115,F,2020
L200030,P20A2,E15130,F,2020
L200031,P19A1,E15140,F,2020
L200032,P20A1,E15145,F,2020
L200033,P20A1,L160006,M,2020
L200034,P19A2,L160010,M,2020
L200035,P19A1,L160023,F,2020
L200036,P20A1,L160050,F,2020
L200037,P20A2,L160064,M,2020
L200038,P19B3,L160077,M,2020
L200039,P20B3,L160084,M,2020
L200040,P20A2,L160095,F,2020
L200041,P20B3,L160114,F,2020
L200042,P20A1,L160118,M,2020
L200043,P20B3,L170013,M,2020
L200044,P20A1,L170017,M,2020
L200045,P20B3,L170018,F,2020
L200046,P19A1,L170019,F,2020
